ID,Days of usage,Rainfall,Ave temp dry,Volume per day,Amount spent,Predicted MLR,per capital MLR,Predicted RF,Predicted SVR,Predicted MLP
1190,31,107,29.1,140,165,155.9930615,19.49913269,140,140.9669996,140.3490696
1191,31,107,29.1,140,165,156.0055887,19.50069859,140,140.973944,141.1740471
1192,31,107,29.1,160,285,156.5799272,22.36856103,160,152.0515867,159.7423043
1193,31,107,29.1,80,570,115.0353574,16.43362249,88.18825397,137.2431215,86.18459721
1194,31,107,29.1,140,165,155.9455675,19.49319594,140,140.9547626,141.1156261
1195,31,107,29.1,120,120,117.8116575,13.09018417,118.8614408,120.9074833,122.8038081
1196,31,107,29.1,140,120,141.7811897,17.72264871,140,122.7119889,144.0829607
1197,31,107,29.1,180,360,181.0531629,20.1170181,180,180.113555,180.3285591
1198,31,107,29.1,140,165,151.9046263,18.98807829,140,140.5329614,139.9612271
1199,31,107,29.1,180,360,182.8069509,20.31188343,180,180.3026699,180.3231638
1200,31,107,29.1,200,360,160.602338,17.84470422,200,133.1466355,201.7454731
,,,,,,176753.694,,,,
,,,,,,,19.85686568,,,
,,,,,,,1034,,,
,,,,,,,377,,,
,,,,,,,230,,,
