houawhold_Easting,household_Northing,waterpoint_easting,waterpoint_northin,household_elevation,WaterPoint_elevation,Household income,Household size,Rainfall,Air Temperature,Travel time,Amount spent,Willingness to pay
345462,1000211,345194,1000363,437,442,50000,7,2.5,29.1,50,285,330
345572,1000307,345893,1000432,440,444,90000,9,2.5,29.1,20,165,210
345494,1000522,345194,1000363,442,442,55000,6,2.5,29.1,40,360,410
345602,1000521,345893,1000432,445,444,55000,6,2.5,29.1,40,360,410
345520,1000787,345623,1000964,448,451,55000,8,2.5,29.1,40,285,330
345682,1000232,345893,1000432,438,444,55000,9,2.5,29.1,20,210,260
345765,1000397,345893,1000432,441,444,55000,7,2.5,29.1,30,450,500
345803,1000514,345893,1000432,445,444,55000,6,2.5,29.1,40,600,450
345803,1000259,345893,1000432,441,444,55000,7,2.5,29.1,30,360,410
345843,1000291,345893,1000432,444,444,55000,7,2.5,29.1,50,360,410
345499,1000088,345194,1000363,437,442,60000,6,2.5,29.1,40,285,330
345782,999999,346035,1000196,437,443,85000,9,2.5,29.1,20,165,210
345760,999897,346035,1000196,434,443,90000,9,2.5,29.1,20,90,140
345665,999794,346035,1000196,436,443,100000,7,2.5,29.1,30,165,210
346061,1000326,346010,1000358,442,444,55000,6,2.5,29.1,40,765,280
346101,1000228,346035,1000196,440,443,65000,8,2.5,29.1,40,405,450
345934,1000145,346035,1000196,437,443,85000,6,2.5,29.1,40,600,450
346114,1000158,346178,1000108,440,436,105000,7,2.5,29.1,20,570,280
346046,1000116,346035,1000196,440,443,75000,7,2.5,29.1,30,570,280
345828,1000098,346035,1000196,437,443,90000,9,2.5,29.1,20,285,330
345726,999716,345773,999247,433,423,55000,6,2.5,29.1,40,285,330
345970,999777,346178,1000108,431,436,70000,8,2.5,29.1,35,120,170
345864,999667,345773,999247,434,423,70000,8,2.5,29.1,40,120,170
345981,999865,346178,1000108,433,436,40000,7,2.5,29.1,60,285,330
345975,999495,345773,999247,433,423,55000,7,2.5,29.1,30,285,330
346137,999617,346397,999212,428,420,70000,8,2.5,29.1,40,120,170
346103,999742,346178,1000108,429,436,80000,7,2.5,29.1,30,210,260
346173,999956,346178,1000108,434,436,75000,7,2.5,29.1,30,450,500
346341,1000036,346178,1000108,429,436,105000,7,2.5,29.1,20,405,450
346318,999913,346178,1000108,428,436,80000,7,2.5,29.1,30,405,450
346503,999884,346487,1000146,427,433,95000,8,2.5,29.1,40,285,330
346387,999764,346487,1000146,424,433,70000,8,2.5,29.1,40,165,210
346445,999574,346397,999212,421,420,50000,7,2.5,29.1,50,210,260
344799,1000684,344657,1000800,451,455,65000,8,2.5,29.1,45,360,410
344646,1000573,344657,1000800,450,455,95000,9,2.5,29.1,20,285,330
344749,1000506,344863,1000280,443,439,90000,9,2.5,29.1,20,240,290
344923,1000532,345003,1000498,446,446,95000,6,2.5,29.1,40,765,280
344942,1000324,344863,1000280,434,439,45000,6,2.5,29.1,40,720,380
345037,1000272,344863,1000280,435,439,60000,6,2.5,29.1,40,600,450
345136,1000153,345194,1000363,433,442,80000,7,2.5,29.1,30,450,500
345200,1000083,345194,1000363,431,442,85000,9,2.5,29.1,20,240,290
345298,1000231,345194,1000363,443,442,60000,6,2.5,29.1,40,570,280
345362,1000072,345194,1000363,435,442,85000,6,2.5,29.1,40,360,410
345307,999988,345194,1000363,431,442,60000,6,2.5,29.1,40,285,330
345413,999947,345194,1000363,435,442,60000,6,2.5,29.1,40,285,330
345576,999985,346035,1000196,438,443,60000,6,2.5,29.1,40,210,260
345492,999860,344978,999763,436,440,60000,8,2.5,29.1,40,90,140
345387,999854,344978,999763,428,440,60000,7,2.5,29.1,60,165,210
345505,999705,345038,999506,424,441,60000,8,2.5,29.1,40,120,170
345685,999584,345773,999247,431,423,60000,8,2.5,29.1,40,165,210
345585,999537,345773,999247,425,423,60000,7,2.5,29.1,30,240,290
345598,999459,345773,999247,424,423,65000,8,2.5,29.1,40,285,330
345653,999364,345773,999247,420,423,65000,8,2.5,29.1,40,360,410
344081,1000300,344336,1000157,455,452,95000,9,2.5,29.1,20,240,290
343964,1000252,344336,1000157,447,452,95000,9,2.5,29.1,20,120,170
343993,1000339,343724,1000574,455,467,95000,9,2.5,29.1,20,120,170
343966,1000411,343724,1000574,461,467,70000,8,2.5,29.1,40,285,330
344088,1000428,344336,1000157,460,452,70000,7,2.5,29.1,30,210,260
344180,1000357,344336,1000157,458,452,65000,8,2.5,29.1,40,165,210
343997,1000504,343724,1000574,464,467,90000,9,2.5,29.1,20,120,170
344254,1000419,344407,1000192,457,452,90000,9,2.5,29.1,20,120,170
344327,1000482,344407,1000192,462,452,40000,7,2.5,29.1,60,165,210
344378,1000540,344407,1000192,457,452,105000,7,2.5,29.1,50,165,210
344217,1000640,344609,1000808,460,456,40000,7,2.5,29.1,60,120,170
344151,1000619,343724,1000574,463,467,80000,7,2.5,29.1,30,120,170
344161,1000508,344336,1000157,464,452,95000,6,2.5,29.1,40,210,260
344066,1000593,343724,1000574,463,467,50000,7,2.5,29.1,50,165,210
344098,1000702,343770,1000915,463,473,45000,7,2.5,29.1,40,120,170
344478,1000562,344609,1000808,456,456,40000,7,2.5,29.1,60,210,260
344559,1000601,344609,1000808,451,456,90000,9,2.5,29.1,20,120,170
344346,1000716,344609,1000808,461,456,45000,6,2.5,29.1,40,285,330
344290,1000754,344609,1000808,460,456,60000,9,2.5,29.1,20,120,170
344188,1000794,344609,1000808,464,456,45000,6,2.5,29.1,40,285,330
344097,1000805,343770,1000915,467,473,45000,9,2.5,29.1,35,120,170
344309,1000880,344609,1000808,460,456,60000,7,2.5,29.1,30,240,290
344171,1000897,343770,1000915,465,473,105000,7,2.5,29.1,20,645,400
344087,1000994,343770,1000915,465,473,55000,6,2.5,29.1,40,285,330
344180,1000994,343770,1000915,464,473,50000,7,2.5,29.1,50,165,210
344482,1000807,344609,1000808,459,456,105000,7,2.5,29.1,20,645,400
344640,1000768,344657,1000800,454,455,50000,7,2.5,29.1,50,165,210
344625,1000702,344657,1000800,453,455,70000,8,2.5,29.1,40,165,210
345417,1000923,345251,1001014,449,455,40000,7,2.5,29.1,60,120,170
345345,1000837,345251,1001014,450,455,80000,7,2.5,29.1,30,285,330
345136,1000881,345251,1001014,450,455,90000,9,2.5,29.1,20,405,450
345007,1000924,344915,1000947,454,454,100000,6,2.5,29.1,20,840,550
345061,1001075,345011,1001079,452,454,55000,6,2.5,29.1,40,285,330
344869,1000877,344915,1000947,456,454,50000,7,2.5,29.1,30,285,330
344753,1000848,344732,1000902,460,460,80000,7,2.5,29.1,30,285,330
344830,1001053,344718,1001121,457,458,80000,9,2.5,29.1,20,330,380
344887,1001152,345011,1001079,457,454,80000,6,2.5,29.1,20,765,280
344980,1001278,345131,1001206,458,452,80000,6,2.5,29.1,40,285,330
344955,1001190,345011,1001079,456,454,80000,7,2.5,29.1,30,285,330
344612,1000962,344620,1001026,456,458,80000,8,2.5,29.1,40,165,210
344620,1001049,344620,1001026,459,458,80000,9,2.5,29.1,20,330,380
344831,1001198,344718,1001121,458,458,80000,8,2.5,29.1,40,165,210
344851,1001302,344718,1001121,459,458,60000,6,2.5,29.1,40,285,330
344845,1001537,344718,1001121,450,458,60000,6,2.5,29.1,40,285,330
344708,1001567,344718,1001121,457,458,105000,9,2.5,29.1,20,330,380
344661,1001705,344718,1001121,453,458,95000,9,2.5,29.1,20,330,380
344613,1001595,344718,1001121,461,458,45000,6,2.5,29.1,40,285,330
344498,1000889,344609,1000808,456,456,45000,6,2.5,29.1,40,285,330
344430,1000913,344609,1000808,455,456,50000,9,2.5,29.1,40,120,170
344473,1001007,344620,1001026,458,458,105000,7,2.5,29.1,20,645,400
344577,1001154,344620,1001026,461,458,100000,6,2.5,29.1,20,720,380
344454,1001191,344620,1001026,462,458,65000,8,2.5,29.1,20,450,500
344750,1001200,344718,1001121,459,458,100000,7,2.5,29.1,30,285,330
344729,1001275,344718,1001121,461,458,105000,9,2.5,29.1,20,330,380
344507,1001263,344718,1001121,465,458,40000,7,2.5,29.1,60,120,170
344571,1001318,344718,1001121,465,458,80000,7,2.5,29.1,30,285,330
344661,1001369,344718,1001121,463,458,105000,9,2.5,29.1,20,360,410
344725,1001448,344718,1001121,461,458,65000,8,2.5,29.1,40,165,210
344844,1001403,344718,1001121,460,458,65000,8,2.5,29.1,40,165,210
344647,1001479,344718,1001121,462,458,65000,8,2.5,29.1,20,450,500
344572,1001475,344718,1001121,462,458,65000,9,2.5,29.1,20,330,380
344996,1001517,345131,1001206,450,452,65000,7,2.5,29.1,50,165,210
345097,1001438,345131,1001206,449,452,65000,6,2.5,29.1,40,285,330
345063,1001268,345131,1001206,454,452,65000,9,2.5,29.1,20,330,380
345141,1001362,345131,1001206,449,452,65000,7,2.5,29.1,30,285,330
345155,1001273,345131,1001206,451,452,100000,9,2.5,29.1,20,330,380
345267,1001282,345131,1001206,444,452,55000,9,2.5,29.1,20,360,410
345217,1001180,345131,1001206,449,452,100000,9,2.5,29.1,20,360,410
345311,1001138,345251,1001014,451,455,75000,7,2.5,29.1,30,285,330
345411,1001097,345251,1001014,451,455,80000,7,2.5,29.1,30,285,330
345393,1001231,345251,1001014,447,455,105000,9,2.5,29.1,20,330,380
345506,1001279,345623,1000964,442,451,95000,9,2.5,29.1,20,360,410
345523,1001002,345623,1000964,451,451,75000,7,2.5,29.1,30,285,330
345648,1001174,345623,1000964,445,451,40000,7,2.5,29.1,60,120,170
345720,1001272,345623,1000964,438,451,70000,9,2.5,29.1,20,360,410
344323,1001010,344620,1001026,462,458,40000,7,2.5,29.1,60,120,170
344247,1001073,344620,1001026,464,458,70000,8,2.5,29.1,40,165,210
344386,1001120,344620,1001026,461,458,105000,9,2.5,29.1,20,330,380
344273,1001237,344620,1001026,466,458,50000,7,2.5,29.1,50,165,210
344222,1001154,344620,1001026,466,458,65000,8,2.5,29.1,50,165,210
344109,1001158,343731,1001150,469,482,95000,9,2.5,29.1,20,330,380
344418,1001368,344718,1001121,463,458,40000,6,2.5,29.1,40,285,330
344593,1001753,344718,1001121,455,458,70000,8,2.5,29.1,40,165,210
344547,1001716,344718,1001121,458,458,70000,9,2.5,29.1,20,330,380
344319,1001321,344620,1001026,463,458,70000,9,2.5,29.1,35,210,260
344326,1001490,344718,1001121,462,458,70000,9,2.5,29.1,20,330,380
344419,1001561,344718,1001121,467,458,70000,9,2.5,29.1,20,360,410
344435,1001669,344718,1001121,464,458,70000,7,2.5,29.1,20,450,500
344432,1001800,344718,1001121,459,458,70000,8,2.5,29.1,40,165,210
344323,1001719,343730,1001476,461,476,45000,6,2.5,29.1,40,285,330
344113,1001273,343731,1001150,467,482,50000,7,2.5,29.1,50,165,210
344151,1001368,343730,1001476,468,476,100000,6,2.5,29.1,20,690,500
344122,1001443,343730,1001476,465,476,40000,7,2.5,29.1,60,120,170
344157,1001515,343730,1001476,467,476,70000,8,2.5,29.1,40,165,210
344130,1001592,343730,1001476,469,476,50000,7,2.5,29.1,40,210,260
344135,1001739,343730,1001476,463,476,50000,7,2.5,29.1,50,165,210
344134,1001796,343730,1001476,460,476,50000,7,2.5,29.1,50,165,210
344272,1001824,343730,1001476,460,476,45000,6,2.5,29.1,40,285,330
344210,1001765,343730,1001476,462,476,105000,6,2.5,29.1,20,690,500
344193,1001685,343730,1001476,466,476,85000,9,2.5,29.1,20,360,410
344372,998512,344406,998533,445,446,65000,8,2.5,29.1,40,165,210
344329,998568,344406,998533,448,446,60000,6,2.5,29.1,40,285,330
344311,998622,344406,998533,448,446,60000,7,2.5,29.1,30,285,330
344355,998629,344406,998533,448,446,60000,8,2.5,29.1,40,120,170
344458,998547,344406,998533,441,446,60000,9,2.5,29.1,20,360,410
344507,998564,344406,998533,437,446,60000,7,2.5,29.1,50,165,210
344536,998630,344406,998533,434,446,60000,7,2.5,29.1,50,165,210
344435,998614,344406,998533,444,446,60000,6,2.5,29.1,40,285,330
344487,998684,344406,998533,439,446,85000,9,2.5,29.1,20,360,410
344416,998719,344248,998762,446,450,55000,9,2.5,29.1,20,360,410
344435,998814,344248,998762,448,450,100000,9,2.5,29.1,20,360,410
344522,998745,344406,998533,439,446,60000,6,2.5,29.1,40,285,330
344579,998753,344406,998533,437,446,90000,9,2.5,29.1,20,360,410
344442,998761,344248,998762,445,450,60000,6,2.5,29.1,50,285,330
344501,998816,344248,998762,442,450,105000,9,2.5,29.1,20,330,380
344404,998870,344248,998762,455,450,55000,9,2.5,29.1,20,330,380
344327,998778,344248,998762,451,450,90000,9,2.5,29.1,20,330,380
344251,998797,344248,998762,451,450,40000,6,2.5,29.1,40,285,330
344231,998871,344248,998762,451,450,45000,6,2.5,29.1,40,285,330
344289,998870,344248,998762,451,450,45000,9,2.5,29.1,20,330,380
344359,998885,344248,998762,454,450,45000,7,2.5,29.1,30,285,330
344478,998890,344248,998762,448,450,45000,7,2.5,29.1,60,120,170
344487,998963,344248,998762,446,450,45000,7,2.5,29.1,20,525,480
344446,998913,344248,998762,452,450,45000,9,2.5,29.1,20,210,260
344397,998974,344248,998762,453,450,55000,6,2.5,29.1,60,210,260
344330,999013,344133,998978,454,450,70000,8,2.5,29.1,40,165,210
344281,998951,344133,998978,457,450,75000,7,2.5,29.1,50,165,210
344211,998988,344133,998978,455,450,60000,6,2.5,29.1,40,285,330
344364,999057,344133,998978,452,450,70000,8,2.5,29.1,40,165,210
344374,999098,344133,998978,450,450,95000,9,2.5,29.1,20,360,410
344688,998512,344406,998533,432,446,95000,7,2.5,29.1,30,285,330
344754,998546,345039,998730,433,433,95000,7,2.5,29.1,30,285,330
344710,998636,344406,998533,431,446,40000,7,2.5,29.1,60,120,170
344694,998695,344898,998914,435,435,60000,6,2.5,29.1,40,285,330
344647,998712,344406,998533,438,446,65000,8,2.5,29.1,40,165,210
344660,998762,344898,998914,437,435,40000,7,2.5,29.1,60,120,170
344658,998829,344898,998914,437,435,70000,8,2.5,29.1,40,165,210
344628,998861,344898,998914,439,435,80000,7,2.5,29.1,30,285,330
344688,998908,344898,998914,438,435,45000,6,2.5,29.1,40,285,330
344684,998953,344898,998914,440,435,50000,7,2.5,29.1,50,165,210
344566,998847,344248,998762,440,450,105000,7,2.5,29.1,20,570,280
344628,998982,344748,999203,440,438,105000,7,2.5,29.1,30,285,330
344593,999083,344748,999203,442,438,105000,6,2.5,29.1,40,285,330
344656,999053,344748,999203,439,438,85000,9,2.5,29.1,20,360,410
344690,999003,344748,999203,439,438,85000,9,2.5,29.1,20,360,410
344751,998946,344898,998914,438,435,85000,9,2.5,29.1,20,405,450
344786,998995,344898,998914,437,435,85000,9,2.5,29.1,20,360,410
344335,999196,344353,999442,450,449,70000,9,2.5,29.1,20,405,450
344341,999262,344353,999442,450,449,70000,7,2.5,29.1,60,120,170
344397,999165,344621,999299,449,439,70000,8,2.5,29.1,40,165,210
344454,999179,344621,999299,447,439,70000,6,2.5,29.1,40,285,330
344407,999226,344353,999442,448,449,85000,9,2.5,29.1,20,360,410
344451,999330,344353,999442,447,449,95000,6,2.5,29.1,40,285,330
344402,999287,344353,999442,448,449,50000,7,2.5,29.1,50,165,210
344530,999250,344621,999299,443,439,95000,9,2.5,29.1,60,90,140
344472,999253,344621,999299,447,439,90000,9,2.5,29.1,20,330,380
344514,999345,344621,999299,443,439,50000,7,2.5,29.1,50,165,210
344456,999395,344353,999442,446,449,95000,8,2.5,29.1,40,165,210
344389,999360,344353,999442,448,449,80000,7,2.5,29.1,30,285,330
344317,999333,344353,999442,447,449,100000,7,2.5,29.1,20,645,400
344271,999305,344353,999442,451,449,100000,6,2.5,29.1,40,285,330
344297,999383,344353,999442,449,449,50000,7,2.5,29.1,50,165,210
344340,999391,344353,999442,448,449,85000,9,2.5,29.1,35,210,260
344385,999467,344353,999442,449,449,70000,8,2.5,29.1,40,165,210
344424,999488,344353,999442,444,449,70000,7,2.5,29.1,30,285,330
344457,999462,344353,999442,443,449,70000,9,2.5,29.1,20,330,380
344503,999485,344353,999442,442,449,70000,7,2.5,29.1,30,285,330
344544,999448,344621,999299,443,439,45000,9,2.5,29.1,40,120,170
344536,999528,344506,999645,439,438,65000,8,2.5,29.1,30,165,210
344478,999530,344506,999645,437,438,95000,9,2.5,29.1,20,360,410
344388,999527,344353,999442,447,449,45000,8,2.5,29.1,40,120,170
344415,999580,344506,999645,445,438,90000,6,2.5,29.1,40,285,330
344541,999568,344506,999645,437,438,45000,9,2.5,29.1,20,405,450
344584,999546,344506,999645,435,438,60000,7,2.5,29.1,40,210,260
344626,999595,344506,999645,431,438,75000,7,2.5,29.1,30,285,330
344517,999621,344506,999645,437,438,80000,7,2.5,29.1,30,285,330
344441,999642,344506,999645,445,438,75000,7,2.5,29.1,30,285,330
344480,999682,344506,999645,442,438,70000,8,2.5,29.1,40,165,210
344655,999647,344506,999645,436,438,65000,8,2.5,29.1,40,165,210
344694,999683,344866,999763,429,443,50000,9,2.5,29.1,20,360,410
344595,999671,344506,999645,440,438,40000,7,2.5,29.1,60,120,170
344487,999726,344506,999645,441,438,90000,7,2.5,29.1,20,525,480
344423,999751,344506,999645,445,438,65000,8,2.5,29.1,40,165,210
344544,999142,344621,999299,443,439,95000,8,2.5,29.1,40,120,170
344534,999180,344621,999299,443,439,90000,9,2.5,29.1,20,360,410
344611,999298,344621,999299,440,439,90000,7,2.5,29.1,60,120,170
344620,999350,344621,999299,440,439,90000,9,2.5,29.1,20,330,380
344567,999380,344621,999299,440,439,90000,9,2.5,29.1,20,330,380
344599,999410,344621,999299,439,439,90000,7,2.5,29.1,40,210,260
344729,999060,344748,999203,437,438,90000,7,2.5,29.1,60,120,170
344616,999139,344748,999203,441,438,40000,7,2.5,29.1,60,120,170
344714,999192,344748,999203,440,438,90000,9,2.5,29.1,20,360,410
344787,999191,344748,999203,436,438,95000,9,2.5,29.1,20,360,410
344778,999136,344748,999203,435,438,55000,6,2.5,29.1,40,285,330
344797,999103,344748,999203,435,438,60000,8,2.5,29.1,40,165,210
344782,999261,344800,999232,436,435,75000,7,2.5,29.1,30,285,330
344671,999259,344621,999299,440,439,50000,7,2.5,29.1,30,165,210
344615,999213,344621,999299,440,439,80000,7,2.5,29.1,30,285,330
344713,999306,344621,999299,443,439,40000,8,2.5,29.1,40,165,210
344760,999331,344800,999232,438,435,40000,7,2.5,29.1,60,120,170
343950,998431,343775,998539,442,447,95000,9,2.5,29.1,20,360,410
344031,998390,343775,998539,439,447,55000,6,2.5,29.1,40,285,330
344103,998414,344406,998533,439,446,75000,7,2.5,29.1,30,285,330
344165,998337,344406,998533,440,446,45000,6,2.5,29.1,40,285,330
344161,998465,344406,998533,441,446,75000,7,2.5,29.1,30,285,330
344131,998535,344248,998762,442,450,85000,6,2.5,29.1,40,285,330
344037,998530,343775,998539,440,447,65000,8,2.5,29.1,20,405,450
343940,998585,343775,998539,444,447,65000,8,2.5,29.1,40,165,210
344261,998394,344406,998533,440,446,65000,7,2.5,29.1,30,285,330
344338,998454,344406,998533,442,446,65000,7,2.5,29.1,30,285,330
344247,998471,344406,998533,442,446,65000,6,2.5,29.1,40,285,330
344431,998571,344406,998533,445,446,75000,7,2.5,29.1,30,285,330
344399,998645,344406,998533,447,446,105000,8,2.5,29.1,20,450,500
344321,998594,344406,998533,448,446,70000,8,2.5,29.1,40,165,210
344242,998538,344406,998533,444,446,95000,9,2.5,29.1,20,330,380
344187,998596,344248,998762,443,450,65000,8,2.5,29.1,40,165,210
344265,998664,344248,998762,445,450,55000,6,2.5,29.1,40,285,330
344086,998608,344248,998762,443,450,65000,8,2.5,29.1,40,165,210
344013,998649,344248,998762,445,450,85000,9,2.5,29.1,20,330,380
343963,998743,343775,998539,451,447,50000,7,2.5,29.1,50,165,210
344047,998734,344248,998762,446,450,105000,8,2.5,29.1,40,165,210
344156,998675,344248,998762,446,450,95000,9,2.5,29.1,20,360,410
344208,998808,344248,998762,450,450,80000,7,2.5,29.1,30,285,330
344159,998773,344248,998762,445,450,80000,7,2.5,29.1,30,285,330
344099,998789,344248,998762,446,450,95000,9,2.5,29.1,20,360,410
344170,998885,344133,998978,450,450,70000,8,2.5,29.1,40,165,210
344091,998988,344133,998978,451,450,50000,7,2.5,29.1,50,165,210
343943,999000,344042,999086,456,456,80000,9,2.5,29.1,20,330,380
343947,998932,344042,999086,452,456,105000,7,2.5,29.1,20,570,280
344009,998932,344133,998978,449,450,70000,8,2.5,29.1,40,165,210
343893,998707,343775,998539,449,447,80000,7,2.5,29.1,30,285,330
343778,998858,343676,998641,461,449,45000,6,2.5,29.1,40,285,330
343741,998797,343676,998641,461,449,45000,6,2.5,29.1,40,285,330
343714,998633,343676,998641,449,449,80000,6,2.5,29.1,40,285,330
343641,998722,343676,998641,450,449,85000,9,2.5,29.1,20,330,380
343648,998805,343676,998641,446,449,45000,6,2.5,29.1,40,285,330
343563,998819,343386,998918,448,453,105000,6,2.5,29.1,20,765,280
343639,998927,343386,998918,449,453,50000,7,2.5,29.1,50,165,210
343740,998974,344042,999086,453,456,50000,7,2.5,29.1,50,165,210
343890,998903,344042,999086,456,456,55000,6,2.5,29.1,35,285,330
343459,999029,343386,998918,453,453,55000,6,2.5,29.1,40,285,330
343623,999074,343386,998918,457,453,65000,8,2.5,29.1,40,165,210
343475,999171,343386,998918,461,453,80000,6,2.5,29.1,40,285,330
343765,999067,343865,999279,459,464,50000,7,2.5,29.1,50,165,210
343680,999103,343865,999279,455,464,50000,7,2.5,29.1,50,165,210
343552,999099,343386,998918,455,453,45000,6,2.5,29.1,40,285,330
343613,999161,343865,999279,457,464,105000,6,2.5,29.1,30,450,500
343756,999164,343865,999279,456,464,105000,9,2.5,29.1,20,360,410
343745,999287,343865,999279,458,464,65000,8,2.5,29.1,40,165,210
343601,999228,343865,999279,462,464,100000,9,2.5,29.1,20,330,380
343498,999289,343865,999279,463,464,100000,7,2.5,29.1,60,120,170
343572,999414,343865,999279,463,464,100000,7,2.5,29.1,60,120,170
343595,999339,343865,999279,465,464,100000,6,2.5,29.1,40,285,330
343675,999313,343865,999279,461,464,90000,9,2.5,29.1,20,330,380
343846,999448,343865,999279,457,464,50000,8,2.5,29.1,50,165,210
343886,999369,343865,999279,461,464,70000,8,2.5,29.1,40,165,210
343923,999489,343865,999279,458,464,55000,6,2.5,29.1,40,285,330
343710,999418,343865,999279,461,464,55000,9,2.5,29.1,20,330,380
343609,999524,343865,999279,464,464,105000,9,2.5,29.1,20,210,260
343641,999585,343950,999727,460,451,90000,9,2.5,29.1,20,210,260
343738,999577,343950,999727,458,451,85000,6,2.5,29.1,40,285,330
343785,999529,343950,999727,457,451,65000,8,2.5,29.1,40,165,210
343795,999646,343950,999727,455,451,65000,8,2.5,29.1,40,165,210
343648,999665,343950,999727,456,451,45000,6,2.5,29.1,40,285,330
343676,999736,343950,999727,461,451,60000,6,2.5,29.1,40,285,330
343739,999702,343950,999727,456,451,60000,6,2.5,29.1,40,285,330
343835,999704,343950,999727,455,451,105000,6,2.5,29.1,40,285,330
343921,999703,343950,999727,449,451,100000,9,2.5,29.1,20,405,450
343918,999817,343950,999727,452,451,65000,8,2.5,29.1,40,165,210
343787,999772,343950,999727,453,451,90000,9,2.5,29.1,20,360,410
343691,999828,343950,999727,458,451,90000,8,2.5,29.1,40,165,210
343763,999900,343950,999727,455,451,90000,6,2.5,29.1,20,765,280
343717,999984,343950,999727,456,451,90000,7,2.5,29.1,30,285,330
343743,1000089,343950,999727,460,451,90000,7,2.5,29.1,50,165,210
343755,1000170,343724,1000574,455,467,50000,7,2.5,29.1,50,165,210
343812,1000117,343950,999727,457,451,90000,9,2.5,29.1,20,405,450
343828,1000055,343950,999727,457,451,40000,7,2.5,29.1,60,120,170
343884,999918,343950,999727,455,451,80000,7,2.5,29.1,30,285,330
343913,1000019,343950,999727,456,451,50000,7,2.5,29.1,50,165,210
343901,1000149,343950,999727,454,451,60000,6,2.5,29.1,40,285,330
344007,999047,344042,999086,456,456,105000,6,2.5,29.1,20,720,380
344303,999077,344133,998978,451,450,55000,6,2.5,29.1,20,765,280
344346,999157,344133,998978,450,450,75000,8,2.5,29.1,40,165,210
344234,999116,344133,998978,457,450,70000,8,2.5,29.1,40,165,210
344153,999079,344133,998978,457,450,70000,8,2.5,29.1,40,165,210
344101,999156,344042,999086,457,456,60000,6,2.5,29.1,40,285,330
344009,999179,344042,999086,454,456,50000,7,2.5,29.1,50,165,210
344377,999062,344133,998978,451,450,50000,7,2.5,29.1,50,165,210
344380,999256,344353,999442,448,449,95000,9,2.5,29.1,20,405,450
344183,999291,344353,999442,455,449,60000,7,2.5,29.1,30,285,330
344135,999225,344042,999086,459,456,100000,7,2.5,29.1,20,570,280
344053,999309,343865,999279,459,464,100000,9,2.5,29.1,20,360,410
343945,999241,343865,999279,460,464,100000,9,2.5,29.1,20,330,380
343972,999335,343865,999279,464,464,100000,9,2.5,29.1,35,210,260
344068,999401,344170,999574,456,448,100000,6,2.5,29.1,40,285,330
344003,999455,344170,999574,456,448,100000,9,2.5,29.1,20,330,380
344133,999420,344170,999574,455,448,40000,9,2.5,29.1,20,360,410
344020,999568,344170,999574,453,448,100000,6,2.5,29.1,20,360,410
344318,999427,344353,999442,449,449,40000,7,2.5,29.1,60,120,170
344380,999542,344353,999442,447,449,105000,9,2.5,29.1,20,405,450
343937,1000345,343724,1000574,458,467,100000,6,2.5,29.1,20,765,280
343960,1000570,343724,1000574,467,467,105000,9,2.5,29.1,20,330,380
343985,1000672,343724,1000574,467,467,45000,6,2.5,29.1,40,285,330
343868,1000658,343724,1000574,467,467,105000,8,2.5,29.1,40,165,210
343915,1000740,343770,1000915,471,473,40000,7,2.5,29.1,60,120,170
344042,1000843,343770,1000915,466,473,75000,7,2.5,29.1,30,285,330
344045,1000965,343770,1000915,468,473,40000,7,2.5,29.1,60,120,170
343878,1001097,343731,1001150,474,482,70000,8,2.5,29.1,40,165,210
343963,1001065,343770,1000915,471,473,45000,6,2.5,29.1,40,285,330
344050,1001065,343770,1000915,468,473,85000,9,2.5,29.1,20,405,450
344048,1001127,343731,1001150,470,482,65000,8,2.5,29.1,40,165,210
344067,1001219,343731,1001150,470,482,65000,8,2.5,29.1,40,165,210
344097,1001330,343730,1001476,467,476,75000,7,2.5,29.1,30,285,330
344023,1001337,343730,1001476,469,476,90000,9,2.5,29.1,20,360,410
344071,1001432,343730,1001476,467,476,90000,9,2.5,29.1,20,360,410
344058,1001596,343730,1001476,470,476,90000,7,2.5,29.1,30,285,330
344010,1001726,343730,1001476,466,476,90000,7,2.5,29.1,20,570,280
343821,1001139,343731,1001150,474,482,90000,9,2.5,29.1,20,360,410
343724,1001299,343731,1001150,477,482,90000,6,2.5,29.1,40,285,330
343810,1001239,343731,1001150,473,482,75000,7,2.5,29.1,30,285,330
343889,1001308,343731,1001150,472,482,100000,7,2.5,29.1,20,645,400
343958,1001381,343730,1001476,474,476,70000,8,2.5,29.1,40,165,210
343786,1001380,343730,1001476,477,476,95000,9,2.5,29.1,20,360,410
343892,1001456,343730,1001476,474,476,60000,6,2.5,29.1,35,285,330
343809,1001615,343730,1001476,473,476,70000,9,2.5,29.1,20,330,380
343910,1001692,343730,1001476,467,476,75000,7,2.5,29.1,30,285,330
343756,1001553,343730,1001476,475,476,80000,7,2.5,29.1,30,150,200
343653,1001660,343730,1001476,470,476,75000,7,2.5,29.1,30,350,400
343592,1001534,343730,1001476,480,476,105000,6,2.5,29.1,20,550,450
343516,1001540,343730,1001476,481,476,45000,6,2.5,29.1,40,285,330
343484,1001639,343730,1001476,470,476,45000,9,2.5,29.1,50,285,330
343686,1000240,343724,1000574,452,467,45000,7,2.5,29.1,60,120,170
343604,1000277,343724,1000574,454,467,45000,7,2.5,29.1,20,360,410
343538,1000375,343724,1000574,464,467,45000,7,2.5,29.1,30,285,330
